timestamp,status,Windspeed,Wind absolute direction,Wind relative direction,Ambient temperature,Grid power,Rotor rpm,Generator rpm in latest period,Pitch angle,Nacelle direction,Temperature oil in gearbox,Temperature in gearbox bearing on high speed shaft,Temperature in generator bearing 2 (Drive End),Temperature in generator bearing 1 (Non-Drive End),Nacelle temperature,Temperature oil in hydraulic group
2022-06-07 11:40:00,0,9.4,79.6,-7.2,26.0,0.6638048780487804,14.5,1638.1,-1.7000000000000002,86.9,53.0,62.0,67.0,64.0,39.0,45.0
2022-06-07 11:50:00,0,9.8,72.7,-14.2,26.0,0.7378048780487805,14.6,1649.0,-1.4,86.9,53.0,62.0,68.0,64.0,37.0,46.0
2022-06-07 12:00:00,0,10.3,75.4,-11.4,26.0,0.7872682926829269,14.7,1663.5,-1.0,86.9,53.0,62.0,68.0,64.0,37.0,46.0
2022-06-07 12:10:00,0,10.9,97.7,10.4,26.0,0.8762926829268293,14.8,1671.0,-0.3,87.2,54.0,62.0,68.0,65.0,36.0,47.0
2022-06-07 12:20:00,0,10.1,96.8,16.9,26.0,0.7821951219512195,14.7,1663.0,-1.1,79.9,54.0,62.0,69.0,65.0,37.0,48.0
2022-06-07 12:30:00,0,10.3,85.4,5.5,27.0,0.7966341463414633,14.7,1665.0,-1.0,79.9,53.0,62.0,69.0,66.0,37.0,48.0
2022-06-07 12:40:00,0,10.4,66.2,-14.0,27.0,0.8239512195121951,14.8,1666.4,-0.8,80.2,54.0,62.0,69.0,67.0,37.0,49.0
2022-06-07 12:50:00,0,9.8,111.7,23.7,28.0,0.6924390243902439,14.6,1644.1,-1.3,87.9,53.0,62.0,70.0,67.0,37.0,49.0
2022-06-07 13:00:00,0,10.6,78.8,-11.2,28.0,0.830439024390244,14.7,1663.5,-0.7000000000000001,90.0,53.0,62.0,70.0,67.0,39.0,50.0
2022-06-07 13:10:00,0,11.7,95.1,5.0,27.0,0.9453170731707318,14.9,1679.3,1.8,90.0,54.0,63.0,70.0,68.0,38.0,50.0
2022-06-07 13:20:00,0,11.1,95.2,5.1,28.0,0.8712682926829268,14.7,1665.5,0.4,90.0,54.0,63.0,71.0,69.0,38.0,50.0
2022-06-07 13:30:00,0,11.8,80.1,-3.6,27.0,0.931560975609756,14.8,1676.4,2.5,83.7,55.0,63.0,71.0,70.0,39.0,46.0
2022-06-07 13:40:00,0,11.1,97.9,15.6,28.0,0.871609756097561,14.8,1669.6,0.5,82.3,55.0,63.0,72.0,70.0,40.0,42.0
2022-06-07 13:50:00,0,11.6,86.3,-4.1,28.0,0.8570731707317073,14.7,1664.2,2.1,90.4,55.0,63.0,72.0,71.0,39.0,42.0
