timestamp,status,Windspeed,Wind absolute direction,Wind relative direction,Ambient temperature,Grid power,Rotor rpm,Generator rpm in latest period,Pitch angle,Nacelle direction,Temperature oil in gearbox,Temperature in gearbox bearing on high speed shaft,Temperature in generator bearing 2 (Drive End),Temperature in generator bearing 1 (Non-Drive End),Nacelle temperature,Temperature oil in hydraulic group
2022-03-03 14:00:00,1,6.0,273.7,-46.4,14.0,-0.0013658536585365,0.0,5.9,86.1,320.1,38.0,33.0,29.0,28.0,24.0,26.0
2022-03-03 14:10:00,1,6.0,259.5,-60.6,14.0,-0.0011219512195121,0.0,0.0,89.6,320.1,38.0,32.0,29.0,28.0,25.0,26.0
2022-03-03 14:40:00,1,5.5,251.8,-68.3,14.0,-0.0010731707317073,0.0,0.0,89.6,320.1,37.0,32.0,29.0,28.0,26.0,26.0
2022-03-03 14:50:00,1,5.4,263.3,-56.7,14.0,-0.0049756097560975,1.4,171.5,67.5,320.0,37.0,32.0,29.0,28.0,24.0,26.0
2022-03-03 15:00:00,1,4.6,271.5,24.2,14.0,-0.0018536585365853,0.0,6.9,89.7,247.2,37.0,33.0,29.0,28.0,25.0,26.0
2022-03-03 15:10:00,1,4.7,230.1,-17.1,14.0,-0.0012195121951219,0.0,4.0,89.7,247.2,37.0,33.0,29.0,28.0,26.0,26.0
2022-03-03 15:20:00,1,5.1,229.0,-18.2,14.0,-0.001560975609756,0.0,8.7,89.7,247.2,36.0,33.0,29.0,28.0,26.0,26.0
2022-03-03 15:30:00,1,4.3,268.9,21.7,14.0,-0.002,0.0,6.7,89.7,247.2,35.0,32.0,29.0,28.0,24.0,26.0
2022-03-03 15:40:00,1,3.5,281.4,34.1,15.0,-0.0019024390243902,0.0,4.6,89.7,247.2,34.0,32.0,29.0,28.0,23.0,26.0
2022-03-03 15:50:00,1,3.7,245.5,-1.7000000000000002,14.0,-0.0019512195121951,0.0,4.8,89.7,247.2,34.0,32.0,29.0,28.0,23.0,27.0
2022-03-03 16:00:00,1,4.0,240.9,-6.3,15.0,-0.0019512195121951,0.0,6.5,89.7,247.2,34.0,32.0,28.0,27.0,23.0,27.0
2022-03-03 16:10:00,1,4.5,266.8,19.6,14.0,-0.0019024390243902,0.0,8.4,89.7,247.2,34.0,32.0,28.0,27.0,23.0,27.0
2022-03-03 16:20:00,1,4.6,261.4,14.1,14.0,-0.0019512195121951,0.0,5.9,89.7,247.2,35.0,32.0,28.0,27.0,22.0,27.0
2022-03-03 16:30:00,1,4.5,258.1,10.8,14.0,-0.002,0.0,4.3,89.7,247.2,35.0,31.0,28.0,27.0,22.0,26.0
2022-03-03 16:40:00,1,4.8,255.1,7.8,14.0,-0.0019024390243902,0.0,6.2,89.7,247.2,34.0,31.0,28.0,27.0,22.0,26.0
2022-03-03 16:50:00,1,4.5,282.7,35.4,14.0,-0.0019512195121951,0.0,9.0,89.7,247.2,34.0,31.0,28.0,27.0,22.0,26.0
2022-03-03 17:00:00,1,4.0,265.3,18.0,14.0,-0.0019024390243902,0.0,3.5,89.7,247.2,34.0,31.0,28.0,27.0,22.0,26.0
2022-03-03 17:10:00,1,3.9,287.5,40.3,14.0,-0.0019512195121951,0.0,3.2,89.7,247.2,34.0,31.0,27.0,26.0,22.0,26.0
2022-03-03 17:20:00,1,4.2,268.8,21.5,14.0,-0.002,0.0,2.5,89.7,247.2,33.0,31.0,27.0,26.0,22.0,26.0
2022-03-03 17:30:00,1,4.1,299.9,52.7,14.0,-0.0019024390243902,0.0,5.7,89.7,247.2,33.0,31.0,27.0,26.0,22.0,26.0
2022-03-03 17:40:00,1,4.4,248.1,0.9,14.0,-0.0019512195121951,0.0,2.4,89.7,247.2,33.0,30.0,27.0,26.0,22.0,26.0
2022-03-03 17:50:00,1,4.7,258.8,11.5,14.0,-0.0019512195121951,0.0,1.3,89.7,247.2,32.0,30.0,27.0,26.0,22.0,26.0
2022-03-03 18:00:00,1,3.4,288.2,41.0,14.0,-0.0021951219512195,0.0,2.9,88.2,247.2,32.0,30.0,27.0,26.0,21.0,26.0
2022-03-03 18:10:00,1,3.9,267.7,20.5,13.0,-0.0020487804878048,0.0,5.2,86.0,247.2,32.0,30.0,27.0,26.0,23.0,26.0
