timestamp,status,Windspeed,Wind absolute direction,Wind relative direction,Ambient temperature,Grid power,Rotor rpm,Generator rpm in latest period,Pitch angle,Nacelle direction,Temperature oil in gearbox,Temperature in gearbox bearing on high speed shaft,Temperature in generator bearing 2 (Drive End),Temperature in generator bearing 1 (Non-Drive End),Nacelle temperature,Temperature oil in hydraulic group
2022-10-12 10:20:00,0,13.2,184.0,-10.8,17.0,0.9753658536585366,14.9,1681.5,7.6,194.9,56.0,62.0,71.0,68.0,32.0,50.0
2022-10-12 10:30:00,0,13.6,188.3,-6.2,17.0,0.9755121951219512,14.9,1680.9,9.0,194.5,56.0,62.0,72.0,69.0,33.0,51.0
2022-10-12 10:40:00,0,12.7,186.0,-8.4,17.0,0.9753658536585366,14.9,1679.7,7.0,194.5,56.0,62.0,72.0,69.0,33.0,51.0
2022-10-12 10:50:00,0,13.4,190.8,-3.7,18.0,0.9749756097560976,14.9,1681.0,8.5,194.5,55.0,62.0,72.0,70.0,35.0,45.0
2022-10-12 11:00:00,0,12.7,205.0,10.5,17.0,0.9719512195121952,14.9,1680.9,6.2,194.5,53.0,62.0,72.0,70.0,35.0,43.0
2022-10-12 11:10:00,0,12.4,192.7,-1.8,17.0,0.9750243902439024,14.9,1678.6,6.2,194.5,52.0,61.0,72.0,70.0,35.0,45.0
2022-10-12 11:20:00,0,12.3,177.5,-17.3,17.0,0.9734634146341464,14.9,1677.6,6.0,194.9,52.0,61.0,72.0,70.0,35.0,47.0
2022-10-12 11:30:00,0,13.1,177.1,-17.7,17.0,0.9751219512195122,14.9,1680.8,7.4,194.9,51.0,60.0,72.0,70.0,35.0,48.0
2022-10-12 11:40:00,0,13.2,198.1,3.2,16.0,0.9754146341463414,14.9,1680.9,7.6,194.8,51.0,60.0,72.0,70.0,35.0,48.0
2022-10-12 11:50:00,0,12.6,221.3,32.8,17.0,0.9752682926829268,14.9,1681.0,6.8,188.6,51.0,60.0,72.0,70.0,35.0,48.0
2022-10-12 12:00:00,0,13.3,182.5,-13.3,17.0,0.9754634146341464,14.9,1680.7,8.3,195.9,50.0,60.0,72.0,70.0,35.0,49.0
2022-10-12 12:10:00,0,13.7,199.1,3.2,17.0,0.9750731707317074,14.9,1680.0,9.3,195.9,53.0,60.0,72.0,70.0,35.0,49.0
2022-10-12 12:20:00,0,12.8,192.7,-3.2,16.0,0.9753170731707318,14.9,1680.1,6.9,195.9,56.0,61.0,72.0,70.0,35.0,50.0
2022-10-12 12:30:00,0,13.6,198.7,2.8,16.0,0.9755609756097562,14.9,1681.2,7.8,195.9,52.0,61.0,72.0,70.0,35.0,50.0
2022-10-12 12:40:00,0,13.4,211.1,15.2,16.0,0.846390243902439,13.4,1510.5,14.8,195.9,51.0,60.0,72.0,70.0,34.0,50.0
2022-10-12 12:50:00,0,13.9,230.3,27.4,17.0,-0.0130731707317073,0.0,32.9,86.0,202.9,49.0,57.0,67.0,70.0,34.0,50.0
2022-10-12 13:00:00,0,12.0,197.2,-5.7,17.0,-0.012780487804878,0.0,32.2,86.0,202.9,49.0,55.0,61.0,69.0,33.0,50.0
2022-10-12 13:10:00,0,12.4,204.5,8.5,17.0,-0.0122926829268292,0.0,29.8,86.0,195.9,50.0,54.0,57.0,67.0,30.0,50.0
2022-10-12 13:20:00,0,11.7,213.2,14.8,17.0,-0.0121463414634146,0.0,26.6,86.0,198.4,50.0,53.0,53.0,64.0,30.0,50.0
2022-10-12 13:30:00,0,13.4,197.7,-0.7000000000000001,17.0,-0.0121463414634146,0.0,36.6,86.0,198.4,50.0,51.0,50.0,61.0,29.0,50.0
2022-10-12 13:40:00,0,14.7,184.3,-14.1,18.0,-0.0121951219512195,0.0,34.2,86.0,198.4,50.0,50.0,48.0,58.0,29.0,49.0
2022-10-12 13:50:00,0,15.2,187.5,-5.3,17.0,-0.0122926829268292,0.0,39.8,86.0,192.8,50.0,49.0,45.0,55.0,28.0,49.0
2022-10-12 14:00:00,0,15.3,204.7,12.6,18.0,0.553609756097561,9.5,1093.0,36.7,192.0,51.0,51.0,46.0,52.0,28.0,48.0
2022-10-12 14:10:00,0,14.9,213.1,22.8,18.0,0.9755609756097562,14.9,1680.9,11.2,190.3,54.0,57.0,53.0,49.0,29.0,47.0
2022-10-12 14:20:00,0,14.3,191.8,1.5,18.0,0.9755609756097562,14.9,1680.6,9.9,190.3,56.0,59.0,57.0,49.0,30.0,47.0
2022-10-12 14:30:00,0,13.7,181.8,-8.5,18.0,0.9755121951219512,14.9,1680.2,9.1,190.3,55.0,60.0,60.0,51.0,31.0,48.0
2022-10-12 14:40:00,0,10.9,201.9,11.6,18.0,0.8584878048780489,14.7,1664.4,2.0,190.3,54.0,61.0,62.0,53.0,31.0,48.0
