timestamp,status,Windspeed,Wind absolute direction,Wind relative direction,Ambient temperature,Grid power,Rotor rpm,Generator rpm in latest period,Pitch angle,Nacelle direction,Temperature oil in gearbox,Temperature in gearbox bearing on high speed shaft,Temperature in generator bearing 2 (Drive End),Temperature in generator bearing 1 (Non-Drive End),Nacelle temperature,Temperature oil in hydraulic group
2022-04-30 13:20:00,0,2.5,57.4,-75.5,22.0,-0.0049268292682926,0.3,79.1,24.0,132.9,41.0,41.0,31.0,35.0,30.0,35.0
2022-04-30 13:30:00,0,2.2,93.0,31.4,23.0,-0.0044390243902439,0.8,143.8,24.0,61.6,41.0,41.0,31.0,35.0,30.0,35.0
2022-04-30 13:40:00,0,1.7000000000000002,119.9,58.3,24.0,-0.0032682926829268,0.0,10.7,24.0,61.6,41.0,41.0,31.0,34.0,30.0,35.0
2022-04-30 13:50:00,0,1.2,65.2,3.6,24.0,-0.0027317073170731,0.0,17.7,24.0,61.6,41.0,40.0,30.0,33.0,31.0,35.0
2022-04-30 14:00:00,0,1.5,53.7,-7.8,25.0,-0.0021463414634146,0.0,8.3,24.0,61.6,40.0,40.0,30.0,33.0,32.0,35.0
2022-04-30 14:10:00,0,5.7,36.5,-24.8,22.0,0.0836097560975609,5.9,699.0,12.8,61.4,41.0,41.0,30.0,33.0,32.0,35.0
2022-04-30 14:20:00,0,5.0,274.8,-11.8,22.0,0.1102926829268292,11.3,1275.1,-1.1,286.6,43.0,47.0,31.0,34.0,31.0,35.0
2022-04-30 14:30:00,0,5.4,247.2,-17.3,22.0,0.1289756097560975,11.4,1291.1,-1.3,264.5,44.0,48.0,33.0,35.0,31.0,35.0
2022-04-30 14:40:00,0,5.6,264.5,-3.1,22.0,0.1553658536585365,11.6,1307.2,-1.5,267.7,44.0,50.0,34.0,36.0,31.0,35.0
2022-04-30 14:50:00,0,4.8,249.5,-20.2,22.0,0.0840487804878048,11.2,1265.1,-0.9,269.7,45.0,50.0,36.0,38.0,31.0,35.0
2022-04-30 15:00:00,0,5.1,239.5,1.9,22.0,0.1123414634146341,11.3,1280.7,-1.1,237.5,45.0,50.0,37.0,39.0,32.0,35.0
2022-04-30 15:10:00,0,4.9,286.3,33.8,22.0,0.0948780487804878,11.2,1269.2,-1.0,252.6,45.0,51.0,38.0,41.0,31.0,35.0
2022-04-30 15:20:00,0,4.4,256.6,23.2,23.0,0.0722439024390243,11.1,1257.6,-0.6000000000000001,233.4,45.0,50.0,38.0,42.0,32.0,35.0
2022-04-30 15:30:00,0,4.1,246.6,-3.9,23.0,0.0357560975609756,11.1,1250.7,-0.1,250.5,45.0,50.0,38.0,43.0,32.0,35.0
2022-04-30 15:40:00,0,4.4,268.0,35.0,23.0,0.0665365853658536,11.1,1256.4,-0.6000000000000001,233.0,45.0,50.0,38.0,43.0,32.0,35.0
2022-04-30 15:50:00,0,4.1,241.0,-11.9,23.0,0.0396585365853658,11.1,1252.2,-0.3,253.0,45.0,50.0,38.0,44.0,32.0,35.0
2022-04-30 16:00:00,0,4.1,231.6,-22.4,23.0,0.0368780487804878,11.1,1249.4,-0.2,254.0,45.0,50.0,38.0,44.0,32.0,35.0
2022-04-30 16:10:00,0,4.2,239.3,-13.7,23.0,0.0484390243902439,9.7,1093.5,4.4,253.0,45.0,49.0,38.0,44.0,32.0,35.0
2022-04-30 16:20:00,0,4.5,278.7,3.7,23.0,0.0605853658536585,11.1,1257.1,-0.6000000000000001,275.0,45.0,50.0,38.0,45.0,32.0,36.0
2022-04-30 16:30:00,0,5.0,271.7,-3.3,23.0,0.0859024390243902,11.3,1275.2,-1.0,275.0,45.0,50.0,38.0,45.0,32.0,36.0
2022-04-30 16:40:00,0,4.6,244.1,-14.8,23.0,0.07,11.2,1260.4,-0.7000000000000001,258.9,46.0,50.0,39.0,45.0,32.0,36.0
2022-04-30 16:50:00,0,4.7,281.9,16.3,23.0,0.0702926829268292,11.2,1262.1,-0.8,265.6,46.0,50.0,39.0,45.0,33.0,36.0
2022-04-30 17:00:00,0,4.6,292.3,27.0,23.0,0.0784878048780487,11.4,1282.4,-0.4,265.2,46.0,50.0,39.0,46.0,33.0,36.0
2022-04-30 17:10:00,0,5.1,277.6,-1.7000000000000002,23.0,0.1048292682926829,11.5,1301.1,-0.9,279.3,46.0,51.0,39.0,46.0,33.0,36.0
2022-04-30 17:20:00,0,5.2,278.7,-3.0,23.0,0.1180487804878048,11.4,1291.4,-1.2,281.7,47.0,51.0,40.0,46.0,33.0,36.0
2022-04-30 17:30:00,0,5.4,268.5,2.9,23.0,0.1336585365853658,11.6,1305.5,-1.4,265.6,47.0,52.0,40.0,46.0,33.0,36.0
2022-04-30 17:40:00,0,5.2,244.1,-21.1,23.0,0.1112682926829268,11.4,1287.9,-1.3,265.2,47.0,52.0,40.0,47.0,33.0,36.0
2022-04-30 17:50:00,0,4.8,254.8,0.0,23.0,0.0995121951219512,11.2,1268.7,-0.9,254.7,47.0,52.0,40.0,47.0,33.0,36.0
2022-04-30 18:00:00,0,4.4,235.6,-30.4,23.0,0.0579512195121951,11.1,1256.6,-0.5,265.9,47.0,51.0,40.0,47.0,33.0,36.0
2022-04-30 18:10:00,0,5.2,271.3,2.2,23.0,0.1091219512195122,11.3,1279.4,-1.2,269.1,47.0,52.0,40.0,47.0,33.0,36.0
2022-04-30 18:20:00,0,4.7,266.8,3.6,23.0,0.0803414634146341,11.2,1259.4,-0.8,263.1,47.0,52.0,40.0,47.0,33.0,36.0
2022-04-30 18:30:00,0,4.4,248.8,-20.9,23.0,0.0630243902439024,11.1,1254.8,-0.5,269.8,47.0,51.0,40.0,47.0,33.0,36.0
2022-04-30 18:40:00,0,4.8,275.5,11.7,23.0,0.1002926829268292,11.2,1262.0,-0.9,263.8,47.0,52.0,41.0,47.0,33.0,36.0
2022-04-30 18:50:00,0,4.9,269.3,0.2,23.0,0.1001951219512195,11.2,1264.1,-1.0,269.1,47.0,52.0,41.0,47.0,34.0,36.0
2022-04-30 19:00:00,0,5.6,279.0,7.7,22.0,0.1473170731707317,11.6,1309.3,-1.5,271.2,48.0,52.0,41.0,47.0,33.0,36.0
2022-04-30 19:10:00,0,5.3,297.7,12.8,22.0,0.1374146341463414,11.3,1275.9,-1.4,284.9,48.0,53.0,41.0,48.0,34.0,36.0
2022-04-30 19:20:00,0,5.4,293.3,9.1,22.0,0.1413658536585366,11.5,1294.0,-1.4,284.2,48.0,53.0,41.0,48.0,34.0,36.0
2022-04-30 19:30:00,0,5.4,271.5,-19.3,22.0,0.1459512195121951,11.5,1294.0,-1.4,290.8,48.0,53.0,41.0,48.0,34.0,36.0
2022-04-30 19:40:00,0,4.5,303.8,13.0,22.0,0.064780487804878,11.1,1252.9,-0.6000000000000001,290.8,48.0,52.0,41.0,48.0,33.0,36.0
2022-04-30 19:50:00,0,3.9,296.1,-5.6,22.0,0.0342926829268292,11.1,1248.8,0.0,301.7,48.0,51.0,41.0,48.0,34.0,36.0
2022-04-30 20:00:00,0,4.0,300.6,-1.1,22.0,0.0430731707317073,11.1,1250.0,-0.2,301.7,47.0,51.0,41.0,48.0,34.0,36.0
2022-04-30 20:10:00,0,3.9,317.9,15.9,22.0,0.0374634146341463,11.1,1249.6,-0.1,302.0,47.0,51.0,41.0,47.0,34.0,36.0
2022-04-30 20:20:00,0,3.4,263.7,-28.1,22.0,0.0146341463414634,11.1,1248.5,0.7000000000000001,291.9,47.0,50.0,41.0,47.0,33.0,36.0
2022-04-30 20:30:00,0,3.6,292.9,-0.3,22.0,0.0257560975609756,11.1,1249.5,0.3,293.3,47.0,50.0,41.0,47.0,33.0,36.0
2022-04-30 20:40:00,0,4.4,279.0,-14.2,22.0,0.0668780487804878,11.1,1252.1,-0.5,293.3,47.0,51.0,41.0,47.0,33.0,36.0
2022-04-30 20:50:00,0,3.3,294.2,-5.7,21.0,0.0037073170731707,9.6,1093.1,6.3,299.9,46.0,49.0,41.0,47.0,33.0,36.0
2022-04-30 21:00:00,0,3.0,253.0,-19.2,21.0,-0.0049756097560975,6.7,752.5,13.7,272.2,46.0,48.0,41.0,47.0,33.0,37.0
2022-04-30 21:10:00,0,3.5,276.8,5.2,21.0,0.0085853658536585,7.3,823.1,10.2,271.5,45.0,47.0,41.0,46.0,33.0,37.0
2022-04-30 21:20:00,0,3.1,276.9,-2.0,20.0,0.0033170731707317,10.1,1142.1,3.5,278.9,45.0,48.0,40.0,45.0,32.0,37.0
